flow_number,action,packets_length_total
81,open facebook,"[0, 0, 0, 0, 74, 0, 0, 0, 0]"
82,open facebook,"[0, 0, 0, 0, 74, 0, 0, 0, 0]"
83,open facebook,"[0, 0, 0, 0, 74, 0, 0, 0, 0]"
85,open facebook,"[0, 0, 0, 0, 0, 80, 0, 0, 0]"
86,open facebook,"[0, 0, 0, -758, 0, 0, 80, 0, 0, -31, 0, 0, 0, 0, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 1358, 1358, 0, 0, 0, 1358, 0, 964, 0, 1358, 64, 0, 0]"
87,writing search,"[-1323, 0, 0, -31, 417, 0, 0]"
89,writing message,"[1063, 0, 35, 399, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1055, 0, 1358, 0, 164, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358]"
91,writing message,"[-1358, 0, -64, 0]"
92,menu news selection,"[1320, 0]"
93,facebook in background for 200 sec,"[-726, 0, 0, 0, 0]"
94,facebook in background for 200 sec,"[0, 0, 0, -110, 0, 0, 0, 929, 0, -2716, -474, 0, 74, 0, 0, 0, 0, 1358, 0, 1358, 1358, 1358, 0, 1358, 777, 0, 0]"
95,facebook in background for 200 sec,"[-39, 0, 0, 0, 0]"
96,facebook in background for 200 sec,"[-39, 0, 0, 0, 0]"
97,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0]"
98,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
99,facebook in background for 200 sec,"[-39, 0, 0, 0, 0]"
100,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
101,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
102,facebook in background for 200 sec,"[-39, 39, 0, 0, 0, 0]"
103,facebook in background for 200 sec,"[-68, 0, 0]"
