flow_number,action,packets_length_total
413,open facebook,"[0, 0, 0, 0, 74, 0, 0, 0, 0]"
414,open facebook,"[0, 0, 0, 0, 928, 0, 0, 0, 74, 0]"
415,open facebook,"[0, 0, 0, 0, 0, 927, 0, 0, 74, 0]"
416,open facebook,"[0, 0, 0, 0, 0, 928, 0, 0, 74, 0]"
417,open facebook,"[0, 0, 0, 0, 0, 927, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
418,writing search,"[-1298, 0, -31, 0, 0, 415, 0]"
420,user profile selection,"[33, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 666, 0, -44, 0, 0, 0, 0, -44, 0, 0, 52, 84, 0, 0, 33, -33, 0, 0, 0, 0, 314, 0, -33, 0]"
422,facebook in background for 200 sec,"[-35, 0, -1358, 0, -1164, 0, 0, -96, 0, -1078, 2716, 737, 0, 0, 0, 0, 0, 0, 0, 0, -293, 0, 363, 0, 0, 0, 0, -1358, 0, -1358, 0, -1358, 0, -1358, 0, -1358, 0, -1358, 0, -1358, 0, -1358, 0, -1240, 0, -1358, 0, 0, -1358, -1358, 0, -1358, 0, 0, -329, -1358, -282, 0, -1358, -1358, 0, -1356, 0, 0, 0, -1358, 0, -1358, 0, -1358, 0, -1358, 0, -1358, 0, -329, 0, -1358, 0, -1358, 0, -1358, 0, -1358, 0, -1358, 0, -1358, 0, -1358, 0, -593, 0, -1358, 0, 0, 0, 0]"
425,facebook in background for 200 sec,"[-727, 0, 0, 0, 0, 1358, 338, 0, 0, 0, -50, 0, 0, 33, 0]"
426,facebook in background for 200 sec,"[-39, 0, 0, 0]"
427,facebook in background for 200 sec,"[-39, 0, 0, 0]"
428,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
429,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0]"
430,facebook in background for 200 sec,"[-68, 0, 0]"
