flow_number,action,packets_length_total
60,open facebook,"[0, 0, 0, 0, 0, 74, 0, 0, 0]"
61,open facebook,"[0, 0, 0, 0, 0, 74, 0, 0, 0]"
62,open facebook,"[0, 0, 0, 0, 80, 0, 0, 0, 0]"
64,writing search,"[33, 0, 0, 0]"
65,writing search,"[0, 0, 0, 0, 0, 74, 0, 0, 0]"
65,user profile selection,"[-31, 0, 0, 0, 540, 0]"
69,facebook in background for 200 sec,"[-2716, -2716, -2716, -2716, 0, -2529, 0, 0, 0, 0, 0, 0, 0, 334, 0, 0, -1803, 35, 0, 0, 0, 331, 0]"
72,back to news,"[-251, -231, -228, 0, 184, 1090, 1358, 0, 64, 161, 800, 1358, 0, 64, 0, 35, 165, 1358, 0, 320, 1358, 64, 0, 35, 35, 163, 1358, 0, 362, 0, 1358, 64, 0, 274, 1570, 0, 1358, 64, 0, 35, 170, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1042, 0, 1358, 64, 0, 0]"
73,facebook in background for 200 sec,"[-39, 0, 0, 0, 0]"
74,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0]"
75,facebook in background for 200 sec,"[-50, 0, 0, 33, 0, 0]"
76,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
77,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
78,facebook in background for 200 sec,"[-39, 0, 0, 0, 0]"
79,facebook in background for 200 sec,"[-39, 39, 0, 0, 0, 0]"
80,facebook in background for 200 sec,"[-68, 0, 0]"
