flow_number,action,packets_length_total
582,open facebook,"[0, 0, 0, 0, 0, 74, 0, 0, 0]"
583,open facebook,"[0, 0, 0, 0, 0, 929, 0, 0, 74, 0]"
584,open facebook,"[0, 0, 0, 0, 0, 927, 0, 0, 74, 0]"
585,open facebook,"[0, 0, 0, 0, 0, 928, 0, 0, 74, 0]"
586,open facebook,"[0, 0, 0, 0, 928, 0, 0, -24, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0]"
587,writing search,"[0, 0, 0, 0, 0, 1358, 0, 322, 0, 0, -202, 0, -72, -40, -400, 0, 0, 0, 0, 33, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1050, 0, -44, 0, 0, 0, 0, -44, 0, 0, 52, 0, 84, -33, 33, 0, 0, 0, 0, 314, 0, -33, 0, 0]"
588,writing search,"[-1295, 0, 0, -31, 539, 0, 0]"
590,user profile selection,"[1358, 0, 338, 0]"
592,writing message,"[-35, 0, -536, 0]"
593,facebook in background for 200 sec,"[35, 0, 441, 0]"
601,facebook in background for 200 sec,"[-39, 0, 0, 0]"
602,facebook in background for 200 sec,"[-50, -728, 0, 0, 0, 33, 0]"
603,facebook in background for 200 sec,"[-39, 0, 0, 0]"
604,facebook in background for 200 sec,"[-39, 0, 0, 0]"
605,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
606,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
607,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
608,facebook in background for 200 sec,"[-68, 0, 0]"
