flow_number,action,packets_length_total
438,open facebook,"[0, 0, 0, 0, 74, 0, 0, 0, 0]"
439,open facebook,"[0, 0, 0, 0, 0, 929, 0, 0, 74, 0]"
440,open facebook,"[0, 0, 0, 0, 0, 929, 0, 0, 74, 0]"
441,open facebook,"[0, 0, 0, 0, 0, 929, 0, 0, 74, 0]"
442,open facebook,"[0, 0, 0, 0, 0, 927, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
444,user profile selection,"[0, 0, 0, 0, 0, 1358, 0, 321, 0, 0, -202, 0, -72, -40, -399, 0, 0, 0, 0, 33, 0, 0, -44, 0, 52, 0, 84, 0, 0, -33, 0, 0, -44, 0, 0, 315, 0, 0, -33, 33, 0, 0, 0, 0, 0, 1358, 0, 338, 0]"
445,writing message,"[0, 0, 0, 0, 0, 928, 0, -2716, -1962, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 421, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358]"
448,facebook in background for 200 sec,"[2716, 1548, 0, 0, 0, 0, 0, 0, 0, -313, 0, 0, 975, -35, 0, -35, -327, 0, -754, 0, -491, 0, 1041, -35, 0, 540, 0, -35, 0, -35, -35, 0, 0, -443, -457, 0, -433, 0, -1358, 0, -1358, 0, -1358, 0, 0, -1358, -1358, 0, 0, -1358, -1358, 0, -1358, 0, -238, 0, -35, 0]"
456,facebook in background for 200 sec,"[-39, 0, 0, 0]"
457,facebook in background for 200 sec,"[0, 39, 0, 0, 0, 0, 0, 0]"
458,facebook in background for 200 sec,"[-39, 0, 0, 0]"
459,facebook in background for 200 sec,"[-726, -50, 0, 0, 33, 0, 0]"
460,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
461,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
462,facebook in background for 200 sec,"[0, 0, -39, 0, 0, 0, 0, 0]"
463,facebook in background for 200 sec,"[-68, 0, 0]"
