flow_number,action,packets_length_total
221,open facebook,"[0, 0, 0, 0, 0, 74, 0, 0, 0]"
222,open facebook,"[0, 0, 0, 0, 0, 929, 0, 0, 74, 0]"
223,open facebook,"[0, 0, 0, 0, 0, 927, 0, 0, 74, 0]"
224,open facebook,"[0, 0, 0, 0, 0, 929, 0, 0, 74, 0]"
225,open facebook,"[0, 0, 0, 0, 927, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0]"
226,writing search,"[-44, 0, 0, 0, 52, 0, 84, 0, -33, -44, 33, 0, 0, 0, 0, 0, 314, 0, 33, -33, 0, 0, 0]"
228,writing search,"[0, 0, 0, -844, 0, 0, 0, 80, 57, 0, 0, 391, 158, 0, 0, 23, 1358, 0, 1358, 0, 0, 1358, 1358, 0, 0, -31, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 921, 1358, 0, 64, 23, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
232,user profile selection,"[-338, 0]"
234,facebook in background for 200 sec,"[1166, 96, 0, 0, 1078, 0, -2716, -2690, 0, 0, 0, 0, 0, 0, 315, 0, 35, 0]"
237,facebook in background for 200 sec,"[0, 0, 0, -39, 0, 0, 0, 0]"
238,facebook in background for 200 sec,"[-39, 0, 0, 0]"
239,facebook in background for 200 sec,"[-39, 0, 0, 0]"
240,facebook in background for 200 sec,"[-728, -50, 0, 0, 33, 0, 0]"
241,facebook in background for 200 sec,"[-39, 0, 0, 0, 0]"
242,facebook in background for 200 sec,"[-39, 0, 39, 0, 0, 0]"
243,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
244,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0]"
245,facebook in background for 200 sec,"[-39, 39, 0, 0, 0]"
246,facebook in background for 200 sec,"[-68, 0, 0]"
