flow_number,action,packets_length_total
104,open facebook,"[0, 0, 0, 0, 0, 74, 0, 0, 0]"
105,open facebook,"[0, 0, 0, 0, 0, 74, 0, 0, 0]"
106,open facebook,"[0, 0, 0, -766, 0, 0, 0, 80, 44, 0, 0, -31, 0, 0, 0, 1358, 0, 0, 1358, 213, 0, 1358, 0, 0, 64, 0]"
107,writing search,"[0, 0, 0, 0, 929, 0, 0, 0, 74, 0, 0, 0, -31, 417, 0, 0, 0, 989, 0, 0, 35, 0, 799, 0, 35, 0, 790, 0, 35, 0, 823, 0]"
108,user profile selection,"[314, 0, 0, -33, 0]"
109,writing message,"[0, 0, 0, -1822, 0, 0, 0, -2661, 929, 0, 0, -2716, -1717, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 1358, 0, 1358, 1358, 0, 320, 0, 0, 420, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 0, 0, 0, 0, 0]"
111,facebook in background for 200 sec,"[-2716, -2716, -2716, -2716, 0, -1797, 0, 0, 0, 0, 0, 0, 0, -2716, -2461, 0, 0, 0, 0, 0, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 679, 0, 0]"
115,facebook in background for 200 sec,"[-39, 0, 0, 0, 0]"
116,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0]"
117,facebook in background for 200 sec,"[-50, 0, -727, 0, 0, 33, 0]"
118,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
119,facebook in background for 200 sec,"[-39, 0, 39, 0, 0, 0]"
120,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
121,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
122,facebook in background for 200 sec,"[-68, 0, 0]"
