flow_number,action,packets_length_total
468,open facebook,"[0, 0, 0, 0, 0, 74, 0, 0, 0]"
469,open facebook,"[0, 0, 0, 0, 74, 0, 0, 0, 0]"
470,open facebook,"[0, 0, 0, 0, 0, 928, 0, 0, 74, 0]"
471,writing search,"[-1323, 0, -31, 0, 0, 415, 0]"
473,user profile selection,"[-33, 33, 0, 0, 0, 0, 0, 1358, 0, 338, 0]"
475,facebook in background for 200 sec,"[-2716, -1467, 0, 0, 0, 0, 0, -506, 0, 510, 0, 181, 0, 0, 41, 0, 0, -471, 0, 481, 0, 181, 0, 41, 0, -1663, 35, 0, 0, 0, 502]"
476,back to news,"[0, 0, 0, -1596, -230, -239, 0, 0, 0, 80, 0, -31, 754, 923, 1422, 0, 23, 417, 0, 1422, 0, 0, -231, -232, 0, 1358, 0, 279, 1358, 0, 64, 158, 1358, 0, 555, 0, 1358, 64, 0, 0, 1057, 0, 1358, 64, 221, 0, 35, 161, 1339, 0, 1358, 64, 0, -234, 0, 1358, 0, 1078, 1358, 0, 64, 194, 800, 1358, 0, 64, 271, 1208, 0, 1358, 64, 0, 35, 159, 0, 1358, 105, 0, 1358, 64, 0, 0, 0, 0, -231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
477,back to news,"[0, 0, 0, -955, -239, -231, 0, 0, 0, 80, 0, -31, 479, 1877, 0, 1358, 64, 0, 0, 164, 1358, 0, 143, 1358, 0, 64, 0, 165, 1040, 1358, 64, 0, 0, 0, 35, 0, 35, 0, 161, 0, 240, 1358, 0, 64, 0, 0, 271, 1358, 0, 117, 1358, 0, 64, 199, 1358, 0, 763, 1358, 0, 64, 201, 1358, 0, 898, 1358, 0, 64, 236, 1034, 1358, 0, 64, 35, 0, 160, 1073, 1358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
483,facebook in background for 200 sec,"[-47, 0, 0, 0, 0, 52, 84, 52, -33, -66, 367, -33, 0, 0, 0, 0, -33, 0, 52, 84, -468, -33, -33, 52, 339, -33, 0, -33, 0, -463, 52, 84, 52, -33, -33, 489, -33, -33, 0, 0, 52, 0, 84, -33, 52, 481, -33, -33, 0, 0, -33, 0, -50, 0, 608, 0, 0, -50, 687, 0, -33, 0, 0, -50, 0, -50, 0, -50, 0, 0, 33, 0, 0]"
484,facebook in background for 200 sec,"[0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 88, 0, 0, -2716, -2716, -2716, -2716, 0, -2716, 0, 0, 0, 0, 0, 0, -2716, -2716, -2716, -2716, 0, -2716, 0, -1449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 1358, 0, 0, 1358, 0, 643, 0, 0, 0, -39, 0, 0]"
485,facebook in background for 200 sec,"[-39, 0, 0, 0, 0]"
486,facebook in background for 200 sec,"[-39, 0, 0, 0]"
487,facebook in background for 200 sec,"[0, 0, 0, -110, 0, 0, 74, 0, 0, -2699, 31, 0, 0, 0, 35, 0, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1229, 0, 39, 0, 0, 0, 0, 0]"
488,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
489,facebook in background for 200 sec,"[0]"
490,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
491,facebook in background for 200 sec,"[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
492,facebook in background for 200 sec,"[0, 0, -39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
493,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
494,facebook in background for 200 sec,"[-68, 0, 0]"
