flow_number,action,packets_length_total
269,open facebook,"[0, 0, 0, 0, 0, 927, 0, 0, 74, 0]"
270,open facebook,"[0, 0, 0, 0, 0, 928, 0, 0, 74, 0]"
271,open facebook,"[0, 0, 0, 0, 0, 74, 0, 0, 0]"
272,open facebook,"[0, 0, 0, 0, 0, 928, 0, 0, 74, 0]"
273,open facebook,"[0, 0, 0, 0, 966, 0, 0, -713, 0, 80, 0, 0, 706, 23, 0, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 1358, 0, 1358, 0, 1358, 1358, 0, 1358, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 0, 1358, 1358, 0, 1358, 1358, 1358, 0, 1358, 1358, 0, 1358, 0, 1358, 1358, 1358, 0, 1358, 1358, 0, 1358, 0, 1358, 1358, 0, 1358, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
274,writing search,"[0, 0, 0, 0, 1358, 0, 0, 322, 0, 0, 0, -202, -40, -72, -400, 0, 0, 0, 33, 0, 0, -44, 0, 0, 0, 52, 84, 0, 0, -33, 33, -44, 0, 52, 313, 0, 0, -33, 0, 0, 0, 0, 0, 0]"
279,facebook in background for 200 sec,"[-2716, -2716, -2716, -2716, 0, -1030, 0, 0, 0, 0, 0, 0, -2716, -2716, -910, 0, 0, 0, 0, 0, 0, 0, 0, 0, -398, 0, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 384, 0, 1358, 348, 0, 0, 1358, 0, 1358, 0, 1347, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 325, 0, 0, 1358, 0, 164, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 491, 0, 0, 1358, 1358, 0]"
288,facebook in background for 200 sec,"[-346, 0, 0, 52, 84, -33, -33, 52, 367, -33, -33, 0, 0, 0, -462, 52, 84, -33, 0, -33, 0, 0, 340, -33, -33, 0, 52, -468, 84, -33, -33, 0, 480, -33, -33, 0, 52, 84, 0, -33, 0, 0, 488, -33, -33, 0, -50, 0, -50, 0, -50, 0, -50, 0, 0, -50, 0, 0, 0, 33, 0]"
289,facebook in background for 200 sec,"[-39, 0, 0, 0, 0]"
290,facebook in background for 200 sec,"[-39, 0, 0, 0]"
291,facebook in background for 200 sec,"[-39, 0, 0, 0]"
292,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
293,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
294,facebook in background for 200 sec,"[-39, 39, 0, 0, 0, 0]"
295,facebook in background for 200 sec,"[-39, 0, 0, 0, 0]"
296,facebook in background for 200 sec,"[39, 0, 0, 0, 0]"
297,facebook in background for 200 sec,"[39, 0, 0, 0, 0]"
298,facebook in background for 200 sec,"[0, 0, 0, -39, 0, 0, 0, 0]"
299,facebook in background for 200 sec,"[39, 0, 0, 0, 0, 0]"
300,facebook in background for 200 sec,"[0, 0, -39, 0, 0, 0, 0, 0]"
301,facebook in background for 200 sec,"[-68, 0, 0]"
