flow_number,action,packets_length_total
389,open facebook,"[0, 0, 0, 0, 0, 74, 0, 0, 0]"
390,open facebook,"[0, 0, 0, 0, 0, 929, 0, 0, 74, 0]"
391,open facebook,"[0, 0, 0, 0, 0, 929, 0, 0, 0, 74, 0, 0]"
392,open facebook,"[0, 0, 0, 0, 0, 927, 0, 0, 0, 0, 0, 0, 74, 0]"
395,writing search,"[-1296, 0, -31, 0, 540, 0, 0]"
396,user profile selection,"[0, 0, 0, 0, 0, 1358, 0, 323, 0, 0, -202, 0, -72, -40, 0, -400, 0, 0, 33, 0, 0, 0, -44, 0, 0, 52, 84, 0, 0, -33, 33, -44, 0, 0, 0, 0, 0, 315, 33, 0, 0, -33]"
396,user photos selection,"[1358, 0, 338, 0]"
397,writing message,"[0, 0, 0, 0, 0, 928, 0, -2716, -2432, 0, 0, 0, 74, 0, 0, 0, 797, 0, 0, 0, 1358, 0, 264, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358]"
401,facebook in background for 200 sec,"[-2716, -552, 0, 0, 316, 0, 0, 0, 0, 291, 0, 35, 0, 1358, 140, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1, 0]"
402,facebook in background for 200 sec,"[462, 0, 0, -52, -84, 33, 33, 0, 0, 0, 321, -52, -84, 33, -52, -480, 66, 33, 0, 0, 0, 0, -52, 0, -489, 33, -52, -84, 33, 33, 0, 0, 0, 0, 33, 33, -341, 0, 0, 50, 0, 50, 0, 50, 0, 0, 726, 0, 0, 0, 0, -33]"
403,facebook in background for 200 sec,"[-39, 0, 0, 0]"
404,facebook in background for 200 sec,"[-39, 0, 0, 0, 0]"
405,facebook in background for 200 sec,"[-39, 0, 0, 0]"
406,facebook in background for 200 sec,"[0, 0, -39, 0, 0, 0, 0, 0]"
407,facebook in background for 200 sec,"[-39, 0, 39, 0, 0, 0, 0, 0, 0]"
408,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
409,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
410,facebook in background for 200 sec,"[-68, 0, 0]"
