flow_number,action,packets_length_total
129,open facebook,"[0, 0, 0, 0, 0, 74, 0, 0, 0]"
130,open facebook,"[0, 0, 0, 0, 0, 928, 0, 0, 74, 0]"
131,open facebook,"[0, 0, 0, 0, 0, 928, 0, 0, 74, 0]"
132,open facebook,"[0, 0, 0, 0, 0, 928, 0, 0, 74, 0]"
133,open facebook,"[0, 0, 0, 0, 0, 928, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
135,user profile selection,"[-72, -40, -398, 0, 0, 0, 0, 33, 0, 0, -44, 0, 0, 52, 0, 84, 0, -33, -44, 0, 0, 0, 0, 315, 0, 0, -33, 33, 0, 0, 0, 0, 0, 1358, 0, 338, 0]"
136,writing message,"[0, 0, 0, 0, 0, 927, 0, -2716, -1882, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 446, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358]"
138,back to news,"[0, -96, 0, -35, 0, -1078, 0, -1358, 0, -1358, 0, -1358, 0, -1358, 0, -1358, 0, 0, -4, -35, 0, -1358, 0, 0, -1358, -1358, 0, -1358, 0]"
138,facebook in background for 200 sec,"[2716, 455, 0, 0, 0, -316, 0, 0, 0, -311, 0, 487, 0, 0, 0, -35, -519, 0, -470, 0, 0, -430, 0, 0, -326, 0, -35, 0, 721, 363, -35, 0, -35, -35, -479, 0, -444, 0, -455, -455, 0]"
148,back to news,"[0, 0, 0, 0, 0, 358, 0, 0, 0, 0, 0, 287, 0, 39, 0, 24, 0, 0, 0]"
162,back to news,"[0, 0, 0, 0, 0, 163, 0, 0, 580, 0, 0, 0]"
163,back to news,"[0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0]"
165,back to news,"[0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0]"
166,back to news,"[0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0]"
167,back to news,"[0, 0, 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 0]"
171,back to news,"[0, 0, 0, 0, 0, 0, 164, 0, 0, 0]"
172,back to news,"[0, 0, 0, 0, 0, 0, 163, 0, 0, 0]"
205,facebook in background for 200 sec,"[0, 0, 0, 2740, 0, 535, 0, 43, 0, 38, 0, 0, 0]"
206,facebook in background for 200 sec,"[-727, -50, 0, 0, 0, 33, 0]"
207,facebook in background for 200 sec,"[-39, 0, 0, 0]"
208,facebook in background for 200 sec,"[-39, 0, 0, 0]"
209,facebook in background for 200 sec,"[-39, 0, 0, 0]"
210,facebook in background for 200 sec,"[-31, 0, 0, 0]"
211,facebook in background for 200 sec,"[-31, 0, 0, 0]"
212,facebook in background for 200 sec,"[-31, 0, 0, 0]"
213,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
214,facebook in background for 200 sec,"[-39, -24, 0, 0]"
215,facebook in background for 200 sec,"[-39, 0, -24, 0, 0, 0, 0, 0, 0]"
216,facebook in background for 200 sec,"[31, 0, 0, 0]"
217,facebook in background for 200 sec,"[-31, 0, 0, 0]"
218,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
219,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
220,facebook in background for 200 sec,"[-68, 0, 0]"
