flow_number,action,packets_length_total
665,open facebook,"[0, 0, 0, 0, 0, 928, 0, 0, 74, 0]"
666,open facebook,"[0, 0, 0, 0, 0, 927, 0, 0, 74, 0]"
674,writing message,"[-35, 0, 0, -536]"
677,facebook in background for 200 sec,"[-50, 0, -50, 0, -50, 0, -50, 0, 0]"
678,back to news,"[1340, 0]"
679,back to news,"[-241, 0, 184, 932, 0]"
680,facebook in background for 200 sec,"[-39, 0, 0, 0]"
681,facebook in background for 200 sec,"[-39, 0, 0, 0]"
682,facebook in background for 200 sec,"[-50, -726, 0, 0, 0, 33, 0]"
683,facebook in background for 200 sec,"[-39, 0, 0, 0, 0]"
684,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
685,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
686,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
687,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
688,facebook in background for 200 sec,"[-68, 0, 0]"
