flow_number,action,packets_length_total
717,open facebook,"[0, 0, 0, 0, 0, 927, 0, 0, 74, 0]"
718,open facebook,"[0, 0, 0, 0, 0, 928, 0, 0, 74, 0]"
719,open facebook,"[0, 0, 0, 0, 0, 929, 0, 0, 74, 0]"
720,open facebook,"[0, 0, 0, 0, 0, 928, 0, 0, 74, 0]"
721,open facebook,"[0, 0, 0, 0, 0, 928, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
722,writing search,"[0, 0, 0, 0, 0, 1358, 321, 0, 0, 0, -202, 0, -72, -40, -397, 0, 0, 0, 33, 0, 0, 0, -44, 0, 0, 52, 0, 84, 0, -33, -44, 33, 0, 0, 0, 0, 0, 314, 0, 33, -33, 0, 0, 0]"
724,user profile selection,"[-1358, 0, 0, -338]"
725,writing message,"[0, 0, 0, 0, 0, 928, 0, -2716, -1859, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 397, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0]"
727,back to news,"[-1358, 0, 0, -1358, 0, -1]"
727,facebook in background for 200 sec,"[2716, 2561, 0, 0, 0, 0, 0, -35, 0, -1358, 0, -1358, 0, -1358, 0, -1358, 0, -1358, 0, -1358, 0, 0, -1358, -1358, 0, -1358, 0, -1358, 0, 0, -1358, 0, -1358, -1358, 0, -1358, 0, -1358, 0, -1358, 0, 0, -1358, -1358, 0, -529, 0]"
728,facebook in background for 200 sec,"[-50, 0, 0, -50, -50, 0, 0, 0]"
729,back to news,"[0, 0, 0, -1381, -230, -229, -231, -230, -230, 0, -230, 80, 0, 0, 0, 0, 444, 0, 1972, 0, 1358, 0, 64, 0, 166, 0, -31, 1358, 0, 0, 0, -229, 0, -231, -235, 0, 0, 1358, 0, 64, 164, 1358, 0, 587, 1358, 64, 0, 159, 957, 1358, 0, 64, 0, 209, 1358, 0, 161, 0, 0, 64, 160, 0, 649, 1358, 0, -230, 0, 195, 1117, 1358, 0, 0, 64, 195, 1358, 0, 225, 1358, 64, 201, 0, 1358, 0, 681, 1358, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
730,back to news,"[0, 0, 0, 0, 0, 80, 0, 0, 0]"
733,back to news,"[0, 0, 0, -953, -229, 0, 0, 0, 80, 57, 0, 0, 445, 0, 2352, 0, 1358, 64, 0, 131, 0, 0, 1358, 0, -31, 0, 1358, 0, 64, 195, 0, 1358, 868, 1358, 0]"
734,back to news,"[0, 0, 0, 0, 0, 80, 0, 0, 0]"
735,facebook in background for 200 sec,"[-39, 0, 0, 0]"
736,facebook in background for 200 sec,"[-39, 0, 0, 0]"
737,facebook in background for 200 sec,"[-39, 0, 0, 0]"
738,facebook in background for 200 sec,"[-727, -50, 0, 0, 0, 33, 0]"
739,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0]"
740,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
741,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
742,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
743,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
744,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0]"
745,facebook in background for 200 sec,"[-68, 0, 0]"
