flow_number,action,packets_length_total
582,open facebook,"[0, 0, 0, 0, 0, 74, 0, 0, 0]"
583,open facebook,"[0, 0, 0, 0, 0, 929, 0, 0, 74, 0]"
584,open facebook,"[0, 0, 0, 0, 0, 929, 0, 0, 74, 0]"
585,writing search,"[322, 0, 0, -202, 0, -72, -40, -398, 0, 0, 0, 33, 0, 0, 0, -44, 0, 0, 52, 0, 84, 0, -33, -44, 0, 0, 0, 0, 52, 0, 315, 33, -33, 0, 0]"
587,user profile selection,"[-1358, 0, 0, -338]"
592,writing message,"[0, 0, 0, -1381, 0, 0, 0, 80, 0, 83, 452, 0, 1358, 0, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, -31, 1358, 1358, 0, 186, 1358, 64, 0, 253, 1358, 1358, 0, 0, 0, 97, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 411, 1358, 64, 1358, 0, 0, 1358, 1275, 0, 1358, 64, 161, 0, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 1358, 48, 0, 1358, 64, 0, 0]"
598,facebook in background for 200 sec,"[-2716, -1365, 0, 0, 0, 0, 0, 0, 292, 0, 0, -1067, 0, 0, 0, 0, 1358, 0, 483, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 97, 0, 0, 1358, 0, 1358, 0, 711, 1068, 0, 1128, 0, 0, 238, 0, 41, 0, 0, -1666, 0, 0, 0, 399, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 300, 0]"
599,facebook in background for 200 sec,"[-50, 0, 0, -50, 0, -50, -50, 0, 0]"
602,back to news,"[-227, -229, -229, -228, -229, 0, 183, 0, 1358, 0, 0, 554, 0, 1358, 64, 0, 0, 0, 0, 1358, 0, 653, 0, 1358, 0, 64, 0, 0, -227, 35, 161, 842, 1358, 0, 64, 35, 162, 1358, 0, 493, 0, 1358, 64, 0, -229, 0, -229, 332, 0, 1358, 64, 0, 0, -235, -231, -291, 1358, 0, 1063, 1358, 0, -238, 0, -228, 0, -228, -238, 340, 1141, 0, 1358, 0, 64, 261, 0, 779, 1358, 64, 0, 275, 1358, 204, 0, 1358, 64, 256, 0, 1358, 0, 281, 1358, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
605,back to news,"[-229, -230, 0, 0, 182, 0, 1297, 0, 1358, 64, 0, 0, 35, 0, -230, -229, -239, 35, -229, 0, 160, 0, 1043, 0, 1358, 0, 0, 0, 236, 1355, 0, 0, 1358, 0, 64, 0, 265, 0, 917, 0, 1358, 0, 64, 0, 300, 0, 1219, 0, 1358, 0, 64, 0, 339, 0, 1358, 0, 37, 1358, 64, 0, 0, 260, 1358, 0, 210, 1358, 0, 64, 0, 0]"
607,facebook in background for 200 sec,"[-39, 0, 0, 0]"
608,facebook in background for 200 sec,"[-39, 0, 0, 0]"
609,facebook in background for 200 sec,"[-728, -50, 0, 0, 0, 33, 0]"
610,facebook in background for 200 sec,"[-39, 0, 0, 0, 0]"
611,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
612,facebook in background for 200 sec,"[-39, 0, 0, 0, 0]"
613,facebook in background for 200 sec,"[39, 0, 0, 0, 0]"
614,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
615,facebook in background for 200 sec,"[39, 0, 0, 0, 0, 0]"
616,facebook in background for 200 sec,"[-39, 0, 39, 0, 0, 0]"
617,facebook in background for 200 sec,"[-68, 0, 0]"
