flow_number,action,packets_length_total
839,open facebook,"[0, 0, 0, 0, 0, 927, 0, 0, 74, 0]"
840,open facebook,"[0, 0, 0, 0, 0, 929, 0, 0, 74, 0]"
841,open facebook,"[0, 0, 0, 0, 0, 927, 0, 0, 74, 0]"
842,open facebook,"[0, 0, 0, 0, 0, 928, 0, 0, 74, 0]"
843,writing search,"[-72, -40, -401, 0, 0, 0, 33, 0, 0, 0, -44, 0, 0, 52, 0, 84, 0, -33, -44, 33, 0, 0, 0, 0, 0, 314, 0, 33, -33, 0, 0, 0]"
844,writing search,"[-1298, 0, -31, 0, 540, 0, 0, 0, 1067, 0, 0, 35, 0, 801, 0, 35, 792, 0, 0]"
845,user profile selection,"[-1358, 0, -338, 0]"
848,facebook in background for 200 sec,"[1165, 0, 96, 1068, 0, 41, 0, 0, -2716, -621, 0, 0, 0, 0, 0, 0, 317, 0, 35, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 1358, 1358, 0, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 420, 0]"
850,facebook in background for 200 sec,"[-39, 0, 0, 0]"
851,facebook in background for 200 sec,"[-39, 0, 0, 0]"
852,facebook in background for 200 sec,"[-39, 0, 0, 0]"
853,facebook in background for 200 sec,"[-50, -727, 0, 0, 0, 33, 0]"
854,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
855,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
856,facebook in background for 200 sec,"[-68, 0, 0]"
