flow_number,action,packets_length_total
857,open facebook,"[0, 0, 0, 0, 74, 0, 0, 0, 0]"
858,open facebook,"[0, 0, 0, 0, 928, 0, 0, 0, 74, 0]"
859,open facebook,"[0, 0, 0, 0, 929, 0, 0, 0, 74, 0]"
860,open facebook,"[0, 0, 0, 0, 0, 928, 0, 0, 74, 0]"
861,open facebook,"[0, 0, 0, 0, 928, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
863,open facebook,"[0, 0, 0, -732, 0, 0, 0, 80, 44, 0, 445, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1928, 0, -31, 1358, 64, 0, 0, 0, 0]"
866,user profile selection,"[-397, 0, 0, 0, 0, 33, 0, 2716, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 1045, 0, 0, 0, -44, 0, 0, 0, -44, 0, 0, 52, 84, 0, 33, 0, -33, 0, 0, 0, 314, 0, -33, 0]"
867,writing message,"[0, 0, 0, 0, 0, 928, 0, -2716, -1917, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 398, 0, 1358, 0, 0, 238, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 1358, 0, 0, 1358, 1358, 0, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0, 1358, 0]"
869,back to news,"[317, 0, 0, 0, 317, 0, 0]"
872,back to news,"[-1892, 0, 0, -977, 35, 35, 0, 0, 314, 0, 766, 0, 490, 0, -764, -542, -563, 35, -540, 0, 0, 0, 35, 0, 35, 0]"
874,back to news,"[0, 0, 0, 0, 929, 0, 0, 0, 0, 74, 0]"
875,back to news,"[0, 0, 0, 0, 929, 0, 0, 0, 74, 0, 0]"
876,back to news,"[0, 0, 0, 0, 0, 178, 0, -870, 580, 384, 66, -31, 39, 0, 0, 0]"
877,back to news,"[0, 0, 0, 0, 163, 0, 0, -92, -627, 580, 31, 0, 445, 70, 39, 0, 0, 0]"
879,back to news,"[0, 0, 0, 0, 0, 1290, 0, -92, -540, 0, -31, 31, 467, 73, 31, 0, 39, 0, 0]"
881,facebook in background for 200 sec,"[-39, 0, 0, 0]"
882,facebook in background for 200 sec,"[-39, 0, 0, 0]"
883,facebook in background for 200 sec,"[0, 0, -39, 0, 0, 0, 0, 0]"
884,facebook in background for 200 sec,"[-50, -727, 0, 0, 0, 33, 0]"
885,facebook in background for 200 sec,"[0, 0, -39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
886,facebook in background for 200 sec,"[-39, 39, 0, 0, 0, 0]"
887,facebook in background for 200 sec,"[-39, 0, 39, 0, 0, 0]"
888,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
889,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
890,facebook in background for 200 sec,"[0, 0, 39, 0]"
891,facebook in background for 200 sec,"[39, 0, 0, 0]"
892,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
893,facebook in background for 200 sec,"[-39, 0, 0, 0, 0, 0]"
894,facebook in background for 200 sec,"[-68, 0, 0]"
